v6	I(R1)	I(R2)	I(R3)	I(R4)	I(R5)	I(R6)	I(R7)	I(R8)	I(R9)	I(R10)
-8.500000000007075e+000	4.395833e+000	6.972222e+000	5.326389e+000	-3.263889e-001	-4.722222e+000	2.777778e-001	2.270833e+000	7.548611e+000	2.548611e+000	-4.138889e+000
-8.400000000007076e+000	4.383333e+000	6.955555e+000	5.338889e+000	-3.388889e-001	-4.722222e+000	2.777778e-001	2.283333e+000	7.561111e+000	2.561111e+000	-4.155556e+000
-8.300000000007076e+000	4.370833e+000	6.938889e+000	5.351389e+000	-3.513889e-001	-4.722222e+000	2.777778e-001	2.295833e+000	7.573611e+000	2.573611e+000	-4.172222e+000
-8.200000000007076e+000	4.358333e+000	6.922222e+000	5.363889e+000	-3.638889e-001	-4.722222e+000	2.777778e-001	2.308333e+000	7.586111e+000	2.586111e+000	-4.188889e+000
-8.100000000007077e+000	4.345833e+000	6.905556e+000	5.376389e+000	-3.763889e-001	-4.722222e+000	2.777778e-001	2.320833e+000	7.598611e+000	2.598611e+000	-4.205555e+000
-8.000000000007077e+000	4.333333e+000	6.888889e+000	5.388889e+000	-3.888889e-001	-4.722222e+000	2.777778e-001	2.333333e+000	7.611111e+000	2.611111e+000	-4.222222e+000
-7.900000000007077e+000	4.320833e+000	6.872222e+000	5.401389e+000	-4.013889e-001	-4.722222e+000	2.777778e-001	2.345833e+000	7.623611e+000	2.623611e+000	-4.238889e+000
-7.800000000007078e+000	4.308333e+000	6.855556e+000	5.413889e+000	-4.138889e-001	-4.722222e+000	2.777778e-001	2.358333e+000	7.636111e+000	2.636111e+000	-4.255556e+000
-7.700000000007078e+000	4.295833e+000	6.838889e+000	5.426389e+000	-4.263889e-001	-4.722222e+000	2.777778e-001	2.370833e+000	7.648611e+000	2.648611e+000	-4.272222e+000
-7.600000000007078e+000	4.283333e+000	6.822222e+000	5.438889e+000	-4.388889e-001	-4.722222e+000	2.777778e-001	2.383333e+000	7.661111e+000	2.661111e+000	-4.288889e+000
-7.500000000007079e+000	4.270833e+000	6.805555e+000	5.451389e+000	-4.513889e-001	-4.722222e+000	2.777778e-001	2.395833e+000	7.673611e+000	2.673611e+000	-4.305555e+000
-7.400000000007079e+000	4.258333e+000	6.788889e+000	5.463889e+000	-4.638889e-001	-4.722222e+000	2.777778e-001	2.408333e+000	7.686111e+000	2.686111e+000	-4.322222e+000
-7.300000000007080e+000	4.245833e+000	6.772222e+000	5.476389e+000	-4.763889e-001	-4.722222e+000	2.777778e-001	2.420833e+000	7.698611e+000	2.698611e+000	-4.338889e+000
-7.200000000007080e+000	4.233333e+000	6.755556e+000	5.488889e+000	-4.888889e-001	-4.722222e+000	2.777778e-001	2.433333e+000	7.711111e+000	2.711111e+000	-4.355556e+000
-7.100000000007080e+000	4.220833e+000	6.738889e+000	5.501389e+000	-5.013889e-001	-4.722222e+000	2.777778e-001	2.445833e+000	7.723611e+000	2.723611e+000	-4.372222e+000
-7.000000000007081e+000	4.208333e+000	6.722222e+000	5.513889e+000	-5.138889e-001	-4.722222e+000	2.777778e-001	2.458333e+000	7.736111e+000	2.736111e+000	-4.388889e+000
-6.900000000007081e+000	4.195833e+000	6.705555e+000	5.526389e+000	-5.263889e-001	-4.722222e+000	2.777778e-001	2.470833e+000	7.748611e+000	2.748611e+000	-4.405556e+000
-6.800000000007081e+000	4.183333e+000	6.688889e+000	5.538889e+000	-5.388889e-001	-4.722222e+000	2.777778e-001	2.483333e+000	7.761111e+000	2.761111e+000	-4.422222e+000
-6.700000000007082e+000	4.170833e+000	6.672222e+000	5.551389e+000	-5.513889e-001	-4.722222e+000	2.777778e-001	2.495833e+000	7.773611e+000	2.773611e+000	-4.438889e+000
-6.600000000007082e+000	4.158333e+000	6.655556e+000	5.563889e+000	-5.638889e-001	-4.722222e+000	2.777778e-001	2.508333e+000	7.786111e+000	2.786111e+000	-4.455555e+000
-6.500000000007082e+000	4.145833e+000	6.638889e+000	5.576389e+000	-5.763889e-001	-4.722222e+000	2.777778e-001	2.520833e+000	7.798611e+000	2.798611e+000	-4.472222e+000
-6.400000000007083e+000	4.133333e+000	6.622222e+000	5.588889e+000	-5.888889e-001	-4.722222e+000	2.777778e-001	2.533333e+000	7.811111e+000	2.811111e+000	-4.488889e+000
-6.300000000007083e+000	4.120833e+000	6.605556e+000	5.601389e+000	-6.013889e-001	-4.722222e+000	2.777778e-001	2.545833e+000	7.823611e+000	2.823611e+000	-4.505556e+000
-6.200000000007083e+000	4.108333e+000	6.588889e+000	5.613889e+000	-6.138889e-001	-4.722222e+000	2.777778e-001	2.558333e+000	7.836111e+000	2.836111e+000	-4.522222e+000
-6.100000000007084e+000	4.095833e+000	6.572222e+000	5.626389e+000	-6.263889e-001	-4.722222e+000	2.777778e-001	2.570833e+000	7.848611e+000	2.848611e+000	-4.538889e+000
-6.000000000007084e+000	4.083333e+000	6.555555e+000	5.638889e+000	-6.388889e-001	-4.722222e+000	2.777778e-001	2.583333e+000	7.861111e+000	2.861111e+000	-4.555555e+000
-5.900000000007085e+000	4.070833e+000	6.538889e+000	5.651389e+000	-6.513889e-001	-4.722222e+000	2.777778e-001	2.595833e+000	7.873611e+000	2.873611e+000	-4.572222e+000
-5.800000000007085e+000	4.058333e+000	6.522222e+000	5.663889e+000	-6.638889e-001	-4.722222e+000	2.777778e-001	2.608333e+000	7.886111e+000	2.886111e+000	-4.588889e+000
-5.700000000007085e+000	4.045833e+000	6.505556e+000	5.676389e+000	-6.763889e-001	-4.722222e+000	2.777778e-001	2.620833e+000	7.898611e+000	2.898611e+000	-4.605556e+000
-5.600000000007086e+000	4.033333e+000	6.488889e+000	5.688889e+000	-6.888889e-001	-4.722222e+000	2.777778e-001	2.633333e+000	7.911111e+000	2.911111e+000	-4.622222e+000
-5.500000000007086e+000	4.020833e+000	6.472222e+000	5.701389e+000	-7.013889e-001	-4.722222e+000	2.777778e-001	2.645833e+000	7.923611e+000	2.923611e+000	-4.638889e+000
-5.400000000007086e+000	4.008333e+000	6.455555e+000	5.713889e+000	-7.138889e-001	-4.722222e+000	2.777778e-001	2.658333e+000	7.936111e+000	2.936111e+000	-4.655556e+000
-5.300000000007087e+000	3.995833e+000	6.438889e+000	5.726389e+000	-7.263889e-001	-4.722222e+000	2.777778e-001	2.670833e+000	7.948611e+000	2.948611e+000	-4.672222e+000
-5.200000000007087e+000	3.983333e+000	6.422222e+000	5.738889e+000	-7.388889e-001	-4.722222e+000	2.777778e-001	2.683333e+000	7.961111e+000	2.961111e+000	-4.688889e+000
-5.100000000007087e+000	3.970833e+000	6.405556e+000	5.751389e+000	-7.513889e-001	-4.722222e+000	2.777778e-001	2.695833e+000	7.973611e+000	2.973611e+000	-4.705555e+000
-5.000000000007088e+000	3.958333e+000	6.388889e+000	5.763889e+000	-7.638889e-001	-4.722222e+000	2.777778e-001	2.708333e+000	7.986111e+000	2.986111e+000	-4.722222e+000
-4.900000000007088e+000	3.945833e+000	6.372222e+000	5.776389e+000	-7.763889e-001	-4.722222e+000	2.777778e-001	2.720833e+000	7.998611e+000	2.998611e+000	-4.738889e+000
-4.800000000007088e+000	3.933333e+000	6.355556e+000	5.788889e+000	-7.888889e-001	-4.722222e+000	2.777778e-001	2.733333e+000	8.011111e+000	3.011111e+000	-4.755556e+000
-4.700000000007089e+000	3.920833e+000	6.338889e+000	5.801389e+000	-8.013889e-001	-4.722222e+000	2.777778e-001	2.745833e+000	8.023611e+000	3.023611e+000	-4.772222e+000
-4.600000000007089e+000	3.908333e+000	6.322222e+000	5.813889e+000	-8.138889e-001	-4.722222e+000	2.777778e-001	2.758333e+000	8.036111e+000	3.036111e+000	-4.788889e+000
-4.500000000007089e+000	3.895833e+000	6.305555e+000	5.826389e+000	-8.263889e-001	-4.722222e+000	2.777778e-001	2.770833e+000	8.048611e+000	3.048611e+000	-4.805555e+000
-4.400000000007090e+000	3.883333e+000	6.288889e+000	5.838889e+000	-8.388889e-001	-4.722222e+000	2.777778e-001	2.783333e+000	8.061111e+000	3.061111e+000	-4.822222e+000
-4.300000000007090e+000	3.870833e+000	6.272222e+000	5.851389e+000	-8.513889e-001	-4.722222e+000	2.777778e-001	2.795833e+000	8.073611e+000	3.073611e+000	-4.838889e+000
-4.200000000007091e+000	3.858333e+000	6.255556e+000	5.863889e+000	-8.638889e-001	-4.722222e+000	2.777778e-001	2.808333e+000	8.086111e+000	3.086111e+000	-4.855556e+000
-4.100000000007091e+000	3.845833e+000	6.238889e+000	5.876389e+000	-8.763889e-001	-4.722222e+000	2.777778e-001	2.820833e+000	8.098611e+000	3.098611e+000	-4.872222e+000
-4.000000000007091e+000	3.833333e+000	6.222222e+000	5.888889e+000	-8.888889e-001	-4.722222e+000	2.777778e-001	2.833333e+000	8.111111e+000	3.111111e+000	-4.888889e+000
-3.900000000007091e+000	3.820833e+000	6.205555e+000	5.901389e+000	-9.013889e-001	-4.722222e+000	2.777778e-001	2.845833e+000	8.123611e+000	3.123611e+000	-4.905556e+000
-3.800000000007091e+000	3.808333e+000	6.188889e+000	5.913889e+000	-9.138889e-001	-4.722222e+000	2.777778e-001	2.858333e+000	8.136111e+000	3.136111e+000	-4.922222e+000
-3.700000000007091e+000	3.795833e+000	6.172222e+000	5.926389e+000	-9.263889e-001	-4.722222e+000	2.777778e-001	2.870833e+000	8.148611e+000	3.148611e+000	-4.938889e+000
-3.600000000007091e+000	3.783333e+000	6.155556e+000	5.938889e+000	-9.388889e-001	-4.722222e+000	2.777778e-001	2.883333e+000	8.161111e+000	3.161111e+000	-4.955555e+000
-3.500000000007091e+000	3.770833e+000	6.138889e+000	5.951389e+000	-9.513889e-001	-4.722222e+000	2.777778e-001	2.895833e+000	8.173611e+000	3.173611e+000	-4.972222e+000
-3.400000000007091e+000	3.758333e+000	6.122222e+000	5.963889e+000	-9.638889e-001	-4.722222e+000	2.777778e-001	2.908333e+000	8.186111e+000	3.186111e+000	-4.988889e+000
-3.300000000007091e+000	3.745833e+000	6.105556e+000	5.976389e+000	-9.763889e-001	-4.722222e+000	2.777778e-001	2.920833e+000	8.198611e+000	3.198611e+000	-5.005556e+000
-3.200000000007091e+000	3.733333e+000	6.088889e+000	5.988889e+000	-9.888889e-001	-4.722222e+000	2.777778e-001	2.933333e+000	8.211111e+000	3.211111e+000	-5.022222e+000
-3.100000000007090e+000	3.720833e+000	6.072222e+000	6.001389e+000	-1.001389e+000	-4.722222e+000	2.777778e-001	2.945833e+000	8.223611e+000	3.223611e+000	-5.038889e+000
-3.000000000007090e+000	3.708333e+000	6.055555e+000	6.013889e+000	-1.013889e+000	-4.722222e+000	2.777778e-001	2.958333e+000	8.236111e+000	3.236111e+000	-5.055555e+000
-2.900000000007090e+000	3.695833e+000	6.038889e+000	6.026389e+000	-1.026389e+000	-4.722222e+000	2.777778e-001	2.970833e+000	8.248611e+000	3.248611e+000	-5.072222e+000
-2.800000000007090e+000	3.683333e+000	6.022222e+000	6.038889e+000	-1.038889e+000	-4.722222e+000	2.777778e-001	2.983333e+000	8.261111e+000	3.261111e+000	-5.088889e+000
-2.700000000007090e+000	3.670833e+000	6.005556e+000	6.051389e+000	-1.051389e+000	-4.722222e+000	2.777778e-001	2.995833e+000	8.273611e+000	3.273611e+000	-5.105556e+000
-2.600000000007090e+000	3.658333e+000	5.988889e+000	6.063889e+000	-1.063889e+000	-4.722222e+000	2.777778e-001	3.008333e+000	8.286111e+000	3.286111e+000	-5.122222e+000
-2.500000000007090e+000	3.645833e+000	5.972222e+000	6.076389e+000	-1.076389e+000	-4.722222e+000	2.777778e-001	3.020833e+000	8.298611e+000	3.298611e+000	-5.138889e+000
-2.400000000007090e+000	3.633333e+000	5.955555e+000	6.088889e+000	-1.088889e+000	-4.722222e+000	2.777778e-001	3.033333e+000	8.311111e+000	3.311111e+000	-5.155556e+000
-2.300000000007090e+000	3.620833e+000	5.938889e+000	6.101389e+000	-1.101389e+000	-4.722222e+000	2.777778e-001	3.045833e+000	8.323611e+000	3.323611e+000	-5.172222e+000
-2.200000000007090e+000	3.608333e+000	5.922222e+000	6.113889e+000	-1.113889e+000	-4.722222e+000	2.777778e-001	3.058333e+000	8.336111e+000	3.336111e+000	-5.188889e+000
-2.100000000007090e+000	3.595833e+000	5.905556e+000	6.126389e+000	-1.126389e+000	-4.722222e+000	2.777778e-001	3.070833e+000	8.348611e+000	3.348611e+000	-5.205555e+000
-2.000000000007089e+000	3.583333e+000	5.888889e+000	6.138889e+000	-1.138889e+000	-4.722222e+000	2.777778e-001	3.083333e+000	8.361111e+000	3.361111e+000	-5.222222e+000
-1.900000000007089e+000	3.570833e+000	5.872222e+000	6.151389e+000	-1.151389e+000	-4.722222e+000	2.777778e-001	3.095833e+000	8.373611e+000	3.373611e+000	-5.238889e+000
-1.800000000007089e+000	3.558333e+000	5.855556e+000	6.163889e+000	-1.163889e+000	-4.722222e+000	2.777778e-001	3.108333e+000	8.386111e+000	3.386111e+000	-5.255556e+000
-1.700000000007089e+000	3.545833e+000	5.838889e+000	6.176389e+000	-1.176389e+000	-4.722222e+000	2.777778e-001	3.120833e+000	8.398611e+000	3.398611e+000	-5.272222e+000
-1.600000000007089e+000	3.533333e+000	5.822222e+000	6.188889e+000	-1.188889e+000	-4.722222e+000	2.777778e-001	3.133333e+000	8.411111e+000	3.411111e+000	-5.288889e+000
-1.500000000007089e+000	3.520833e+000	5.805555e+000	6.201389e+000	-1.201389e+000	-4.722222e+000	2.777778e-001	3.145833e+000	8.423611e+000	3.423611e+000	-5.305555e+000
-1.400000000007089e+000	3.508333e+000	5.788889e+000	6.213889e+000	-1.213889e+000	-4.722222e+000	2.777778e-001	3.158333e+000	8.436111e+000	3.436111e+000	-5.322222e+000
-1.300000000007089e+000	3.495833e+000	5.772222e+000	6.226389e+000	-1.226389e+000	-4.722222e+000	2.777778e-001	3.170833e+000	8.448611e+000	3.448611e+000	-5.338889e+000
-1.200000000007089e+000	3.483333e+000	5.755556e+000	6.238889e+000	-1.238889e+000	-4.722222e+000	2.777778e-001	3.183333e+000	8.461111e+000	3.461111e+000	-5.355556e+000
-1.100000000007089e+000	3.470833e+000	5.738889e+000	6.251389e+000	-1.251389e+000	-4.722222e+000	2.777778e-001	3.195833e+000	8.473611e+000	3.473611e+000	-5.372222e+000
-1.000000000007089e+000	3.458333e+000	5.722222e+000	6.263889e+000	-1.263889e+000	-4.722222e+000	2.777778e-001	3.208333e+000	8.486111e+000	3.486111e+000	-5.388889e+000
-9.000000000070886e-001	3.445833e+000	5.705555e+000	6.276389e+000	-1.276389e+000	-4.722222e+000	2.777778e-001	3.220833e+000	8.498611e+000	3.498611e+000	-5.405556e+000
-8.000000000070886e-001	3.433333e+000	5.688889e+000	6.288889e+000	-1.288889e+000	-4.722222e+000	2.777778e-001	3.233333e+000	8.511111e+000	3.511111e+000	-5.422222e+000
-7.000000000070886e-001	3.420833e+000	5.672222e+000	6.301389e+000	-1.301389e+000	-4.722222e+000	2.777778e-001	3.245833e+000	8.523611e+000	3.523611e+000	-5.438889e+000
-6.000000000070886e-001	3.408333e+000	5.655556e+000	6.313889e+000	-1.313889e+000	-4.722222e+000	2.777778e-001	3.258333e+000	8.536111e+000	3.536111e+000	-5.455555e+000
-5.000000000070887e-001	3.395833e+000	5.638889e+000	6.326389e+000	-1.326389e+000	-4.722222e+000	2.777778e-001	3.270833e+000	8.548611e+000	3.548611e+000	-5.472222e+000
-4.000000000070887e-001	3.383333e+000	5.622222e+000	6.338889e+000	-1.338889e+000	-4.722222e+000	2.777778e-001	3.283333e+000	8.561111e+000	3.561111e+000	-5.488889e+000
-3.000000000070887e-001	3.370833e+000	5.605556e+000	6.351389e+000	-1.351389e+000	-4.722222e+000	2.777778e-001	3.295833e+000	8.573611e+000	3.573611e+000	-5.505556e+000
-2.000000000070887e-001	3.358333e+000	5.588889e+000	6.363889e+000	-1.363889e+000	-4.722222e+000	2.777778e-001	3.308333e+000	8.586111e+000	3.586111e+000	-5.522222e+000
-1.000000000070887e-001	3.345833e+000	5.572222e+000	6.376389e+000	-1.376389e+000	-4.722222e+000	2.777778e-001	3.320833e+000	8.598611e+000	3.598611e+000	-5.538889e+000
-7.088690745504778e-012	3.333333e+000	5.555555e+000	6.388889e+000	-1.388889e+000	-4.722222e+000	2.777778e-001	3.333333e+000	8.611111e+000	3.611111e+000	-5.555555e+000
9.999999999291132e-002	3.320833e+000	5.538889e+000	6.401389e+000	-1.401389e+000	-4.722222e+000	2.777778e-001	3.345833e+000	8.623611e+000	3.623611e+000	-5.572222e+000
1.999999999929113e-001	3.308333e+000	5.522222e+000	6.413889e+000	-1.413889e+000	-4.722222e+000	2.777778e-001	3.358333e+000	8.636111e+000	3.636111e+000	-5.588889e+000
2.999999999929113e-001	3.295833e+000	5.505556e+000	6.426389e+000	-1.426389e+000	-4.722222e+000	2.777778e-001	3.370833e+000	8.648611e+000	3.648611e+000	-5.605556e+000
3.999999999929114e-001	3.283333e+000	5.488889e+000	6.438889e+000	-1.438889e+000	-4.722222e+000	2.777778e-001	3.383333e+000	8.661111e+000	3.661111e+000	-5.622222e+000
4.999999999929113e-001	3.270833e+000	5.472222e+000	6.451389e+000	-1.451389e+000	-4.722222e+000	2.777778e-001	3.395833e+000	8.673611e+000	3.673611e+000	-5.638889e+000
5.999999999929113e-001	3.258333e+000	5.455555e+000	6.463889e+000	-1.463889e+000	-4.722222e+000	2.777778e-001	3.408333e+000	8.686111e+000	3.686111e+000	-5.655556e+000
6.999999999929113e-001	3.245833e+000	5.438889e+000	6.476389e+000	-1.476389e+000	-4.722222e+000	2.777778e-001	3.420833e+000	8.698611e+000	3.698611e+000	-5.672222e+000
7.999999999929113e-001	3.233333e+000	5.422222e+000	6.488889e+000	-1.488889e+000	-4.722222e+000	2.777778e-001	3.433333e+000	8.711111e+000	3.711111e+000	-5.688889e+000
8.999999999929113e-001	3.220833e+000	5.405556e+000	6.501389e+000	-1.501389e+000	-4.722222e+000	2.777778e-001	3.445833e+000	8.723611e+000	3.723611e+000	-5.705555e+000
9.999999999929112e-001	3.208333e+000	5.388889e+000	6.513889e+000	-1.513889e+000	-4.722222e+000	2.777778e-001	3.458333e+000	8.736111e+000	3.736111e+000	-5.722222e+000
1.099999999992911e+000	3.195833e+000	5.372222e+000	6.526389e+000	-1.526389e+000	-4.722222e+000	2.777778e-001	3.470833e+000	8.748611e+000	3.748611e+000	-5.738889e+000
1.199999999992911e+000	3.183333e+000	5.355556e+000	6.538889e+000	-1.538889e+000	-4.722222e+000	2.777778e-001	3.483333e+000	8.761111e+000	3.761111e+000	-5.755556e+000
1.299999999992912e+000	3.170833e+000	5.338889e+000	6.551389e+000	-1.551389e+000	-4.722222e+000	2.777778e-001	3.495833e+000	8.773611e+000	3.773611e+000	-5.772222e+000
1.399999999992912e+000	3.158333e+000	5.322222e+000	6.563889e+000	-1.563889e+000	-4.722222e+000	2.777778e-001	3.508333e+000	8.786111e+000	3.786111e+000	-5.788889e+000
1.499999999992912e+000	3.145833e+000	5.305555e+000	6.576389e+000	-1.576389e+000	-4.722222e+000	2.777778e-001	3.520833e+000	8.798611e+000	3.798611e+000	-5.805555e+000
1.599999999992912e+000	3.133333e+000	5.288889e+000	6.588889e+000	-1.588889e+000	-4.722222e+000	2.777778e-001	3.533333e+000	8.811111e+000	3.811111e+000	-5.822222e+000
1.699999999992912e+000	3.120833e+000	5.272222e+000	6.601389e+000	-1.601389e+000	-4.722222e+000	2.777778e-001	3.545833e+000	8.823611e+000	3.823611e+000	-5.838889e+000
1.799999999992912e+000	3.108333e+000	5.255556e+000	6.613889e+000	-1.613889e+000	-4.722222e+000	2.777778e-001	3.558333e+000	8.836111e+000	3.836111e+000	-5.855556e+000
1.899999999992912e+000	3.095833e+000	5.238889e+000	6.626389e+000	-1.626389e+000	-4.722222e+000	2.777778e-001	3.570833e+000	8.848611e+000	3.848611e+000	-5.872222e+000
1.999999999992912e+000	3.083333e+000	5.222222e+000	6.638889e+000	-1.638889e+000	-4.722222e+000	2.777778e-001	3.583333e+000	8.861111e+000	3.861111e+000	-5.888889e+000
2.099999999992912e+000	3.070833e+000	5.205555e+000	6.651389e+000	-1.651389e+000	-4.722222e+000	2.777778e-001	3.595833e+000	8.873611e+000	3.873611e+000	-5.905556e+000
2.199999999992912e+000	3.058333e+000	5.188889e+000	6.663889e+000	-1.663889e+000	-4.722222e+000	2.777778e-001	3.608333e+000	8.886111e+000	3.886111e+000	-5.922222e+000
2.299999999992912e+000	3.045833e+000	5.172222e+000	6.676389e+000	-1.676389e+000	-4.722222e+000	2.777778e-001	3.620833e+000	8.898611e+000	3.898611e+000	-5.938889e+000
2.399999999992912e+000	3.033333e+000	5.155556e+000	6.688889e+000	-1.688889e+000	-4.722222e+000	2.777778e-001	3.633333e+000	8.911111e+000	3.911111e+000	-5.955555e+000
2.499999999992912e+000	3.020833e+000	5.138889e+000	6.701389e+000	-1.701389e+000	-4.722222e+000	2.777778e-001	3.645833e+000	8.923611e+000	3.923611e+000	-5.972222e+000
2.599999999992912e+000	3.008333e+000	5.122222e+000	6.713889e+000	-1.713889e+000	-4.722222e+000	2.777778e-001	3.658333e+000	8.936111e+000	3.936111e+000	-5.988889e+000
2.699999999992913e+000	2.995833e+000	5.105556e+000	6.726389e+000	-1.726389e+000	-4.722222e+000	2.777778e-001	3.670833e+000	8.948611e+000	3.948611e+000	-6.005556e+000
2.799999999992913e+000	2.983333e+000	5.088889e+000	6.738889e+000	-1.738889e+000	-4.722222e+000	2.777778e-001	3.683333e+000	8.961111e+000	3.961111e+000	-6.022222e+000
2.899999999992913e+000	2.970833e+000	5.072222e+000	6.751389e+000	-1.751389e+000	-4.722222e+000	2.777778e-001	3.695833e+000	8.973611e+000	3.973611e+000	-6.038889e+000
2.999999999992913e+000	2.958333e+000	5.055555e+000	6.763889e+000	-1.763889e+000	-4.722222e+000	2.777778e-001	3.708333e+000	8.986111e+000	3.986111e+000	-6.055555e+000
3.099999999992913e+000	2.945833e+000	5.038889e+000	6.776389e+000	-1.776389e+000	-4.722222e+000	2.777778e-001	3.720833e+000	8.998611e+000	3.998611e+000	-6.072222e+000
3.199999999992913e+000	2.933333e+000	5.022222e+000	6.788889e+000	-1.788889e+000	-4.722222e+000	2.777778e-001	3.733333e+000	9.011111e+000	4.011111e+000	-6.088889e+000
3.299999999992913e+000	2.920833e+000	5.005556e+000	6.801389e+000	-1.801389e+000	-4.722222e+000	2.777778e-001	3.745833e+000	9.023611e+000	4.023611e+000	-6.105556e+000
3.399999999992913e+000	2.908333e+000	4.988889e+000	6.813889e+000	-1.813889e+000	-4.722222e+000	2.777778e-001	3.758333e+000	9.036111e+000	4.036111e+000	-6.122222e+000
3.499999999992913e+000	2.895833e+000	4.972222e+000	6.826389e+000	-1.826389e+000	-4.722222e+000	2.777778e-001	3.770833e+000	9.048611e+000	4.048611e+000	-6.138889e+000
3.599999999992913e+000	2.883333e+000	4.955555e+000	6.838889e+000	-1.838889e+000	-4.722222e+000	2.777778e-001	3.783333e+000	9.061111e+000	4.061111e+000	-6.155556e+000
3.699999999992913e+000	2.870833e+000	4.938889e+000	6.851389e+000	-1.851389e+000	-4.722222e+000	2.777778e-001	3.795833e+000	9.073611e+000	4.073611e+000	-6.172222e+000
3.799999999992914e+000	2.858333e+000	4.922222e+000	6.863889e+000	-1.863889e+000	-4.722222e+000	2.777778e-001	3.808333e+000	9.086111e+000	4.086111e+000	-6.188889e+000
3.899999999992914e+000	2.845833e+000	4.905556e+000	6.876389e+000	-1.876389e+000	-4.722222e+000	2.777778e-001	3.820833e+000	9.098611e+000	4.098611e+000	-6.205555e+000
3.999999999992914e+000	2.833333e+000	4.888889e+000	6.888889e+000	-1.888889e+000	-4.722222e+000	2.777778e-001	3.833333e+000	9.111111e+000	4.111111e+000	-6.222222e+000
4.099999999992914e+000	2.820833e+000	4.872222e+000	6.901389e+000	-1.901389e+000	-4.722222e+000	2.777778e-001	3.845833e+000	9.123611e+000	4.123611e+000	-6.238889e+000
4.199999999992913e+000	2.808333e+000	4.855556e+000	6.913889e+000	-1.913889e+000	-4.722222e+000	2.777778e-001	3.858333e+000	9.136111e+000	4.136111e+000	-6.255556e+000
4.299999999992913e+000	2.795833e+000	4.838889e+000	6.926389e+000	-1.926389e+000	-4.722222e+000	2.777778e-001	3.870833e+000	9.148611e+000	4.148611e+000	-6.272222e+000
4.399999999992913e+000	2.783333e+000	4.822222e+000	6.938889e+000	-1.938889e+000	-4.722222e+000	2.777778e-001	3.883333e+000	9.161111e+000	4.161111e+000	-6.288889e+000
4.499999999992912e+000	2.770833e+000	4.805555e+000	6.951389e+000	-1.951389e+000	-4.722222e+000	2.777778e-001	3.895833e+000	9.173611e+000	4.173611e+000	-6.305555e+000
4.599999999992912e+000	2.758333e+000	4.788889e+000	6.963889e+000	-1.963889e+000	-4.722222e+000	2.777778e-001	3.908333e+000	9.186111e+000	4.186111e+000	-6.322222e+000
4.699999999992912e+000	2.745833e+000	4.772222e+000	6.976389e+000	-1.976389e+000	-4.722222e+000	2.777778e-001	3.920833e+000	9.198611e+000	4.198611e+000	-6.338889e+000
4.799999999992911e+000	2.733333e+000	4.755556e+000	6.988889e+000	-1.988889e+000	-4.722222e+000	2.777778e-001	3.933333e+000	9.211111e+000	4.211111e+000	-6.355556e+000
4.899999999992911e+000	2.720833e+000	4.738889e+000	7.001389e+000	-2.001389e+000	-4.722222e+000	2.777778e-001	3.945833e+000	9.223611e+000	4.223611e+000	-6.372222e+000
4.999999999992911e+000	2.708333e+000	4.722222e+000	7.013889e+000	-2.013889e+000	-4.722222e+000	2.777778e-001	3.958333e+000	9.236111e+000	4.236111e+000	-6.388889e+000
5.099999999992910e+000	2.695833e+000	4.705555e+000	7.026389e+000	-2.026389e+000	-4.722222e+000	2.777778e-001	3.970833e+000	9.248611e+000	4.248611e+000	-6.405556e+000
5.199999999992910e+000	2.683333e+000	4.688889e+000	7.038889e+000	-2.038889e+000	-4.722222e+000	2.777778e-001	3.983333e+000	9.261111e+000	4.261111e+000	-6.422222e+000
5.299999999992910e+000	2.670833e+000	4.672222e+000	7.051389e+000	-2.051389e+000	-4.722222e+000	2.777778e-001	3.995833e+000	9.273611e+000	4.273611e+000	-6.438889e+000
5.399999999992909e+000	2.658333e+000	4.655556e+000	7.063889e+000	-2.063889e+000	-4.722222e+000	2.777778e-001	4.008333e+000	9.286111e+000	4.286111e+000	-6.455555e+000
5.499999999992909e+000	2.645833e+000	4.638889e+000	7.076389e+000	-2.076389e+000	-4.722222e+000	2.777778e-001	4.020833e+000	9.298611e+000	4.298611e+000	-6.472222e+000
5.599999999992908e+000	2.633333e+000	4.622222e+000	7.088889e+000	-2.088889e+000	-4.722222e+000	2.777778e-001	4.033333e+000	9.311111e+000	4.311111e+000	-6.488889e+000
5.699999999992908e+000	2.620833e+000	4.605556e+000	7.101389e+000	-2.101389e+000	-4.722222e+000	2.777778e-001	4.045833e+000	9.323611e+000	4.323611e+000	-6.505556e+000
5.799999999992908e+000	2.608333e+000	4.588889e+000	7.113889e+000	-2.113889e+000	-4.722222e+000	2.777778e-001	4.058333e+000	9.336111e+000	4.336111e+000	-6.522222e+000
5.899999999992907e+000	2.595833e+000	4.572222e+000	7.126389e+000	-2.126389e+000	-4.722222e+000	2.777778e-001	4.070833e+000	9.348611e+000	4.348611e+000	-6.538889e+000
5.999999999992907e+000	2.583333e+000	4.555555e+000	7.138889e+000	-2.138889e+000	-4.722222e+000	2.777778e-001	4.083333e+000	9.361111e+000	4.361111e+000	-6.555555e+000
6.099999999992907e+000	2.570833e+000	4.538889e+000	7.151389e+000	-2.151389e+000	-4.722222e+000	2.777778e-001	4.095833e+000	9.373611e+000	4.373611e+000	-6.572222e+000
